SoundDataNode	Category	Subcategory	V1Scope	V1PrimaryNeeds
baby_oneshot	Misc	Uncategorized / Review Needed	OutOfScope	
baconeggs_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bandage_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bankbattery_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
banksolar_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
battery_lead_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
batterybank_idle	Misc	Uncategorized / Review Needed	OutOfScope	
batterybank_start	Misc	Uncategorized / Review Needed	OutOfScope	
batterybank_stop	Misc	Uncategorized / Review Needed	OutOfScope	
beaker_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bedroll_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
beeswax_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bellows_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bike_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
blackstrapcoffee_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bloodbag_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
blueberries_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bones_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
book_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bottle_acid_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
brass_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bread_pumpkin_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
brokenglass_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bucket_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bucket_water_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bucketbail_water	Misc	Uncategorized / Review Needed	OutOfScope	
bucketfill_water	Misc	Uncategorized / Review Needed	OutOfScope	
bucketpour_concrete	Misc	Uncategorized / Review Needed	OutOfScope	
buckshot_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
buff_bleeding	Misc	Uncategorized / Review Needed	OutOfScope	
buff_burn_extinguish	Misc	Uncategorized / Review Needed	OutOfScope	
buff_burn_lp	Misc	Uncategorized / Review Needed	Primary	6_ElectricalAndBlockLoops
buff_dentist	Misc	Uncategorized / Review Needed	OutOfScope	
buff_geiger_counter	Misc	Uncategorized / Review Needed	OutOfScope	
buff_stunned	Misc	Uncategorized / Review Needed	OutOfScope	
bullet_shell_eject	Misc	Uncategorized / Review Needed	OutOfScope	
bulletcasings_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bullets_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
bullettips_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
burningbarrel_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
button1	Misc	Uncategorized / Review Needed	OutOfScope	
button2	Misc	Uncategorized / Review Needed	OutOfScope	
button3	Misc	Uncategorized / Review Needed	OutOfScope	
button4	Misc	Uncategorized / Review Needed	OutOfScope	
button5	Misc	Uncategorized / Review Needed	OutOfScope	
button6	Misc	Uncategorized / Review Needed	OutOfScope	
buttonclick	Misc	Uncategorized / Review Needed	OutOfScope	
candle_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
candycane_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
cast_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
charge_beep	Misc	Uncategorized / Review Needed	OutOfScope	
charge_keypress	Misc	Uncategorized / Review Needed	OutOfScope	
charge_keypress_armed	Misc	Uncategorized / Review Needed	OutOfScope	
charge_stick	Misc	Uncategorized / Review Needed	OutOfScope	
charge_throw	Misc	Uncategorized / Review Needed	OutOfScope	
charge_unholster	Misc	Uncategorized / Review Needed	OutOfScope	
chassis_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
chuckgrabboulder	Misc	Uncategorized / Review Needed	OutOfScope	
chuckrelease	Misc	Uncategorized / Review Needed	OutOfScope	
chuckwarning	Misc	Uncategorized / Review Needed	OutOfScope	
clay_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
cloth_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
coal_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
cobblestones_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
coffeebeans_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
coins_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
cookingpot_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
craft_click_craft	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
craft_click_recipe	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
craft_take_item	Misc	Uncategorized / Review Needed	OutOfScope	
critical_blunt	Misc	Uncategorized / Review Needed	OutOfScope	
crucible_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
demolitionz_beep	Misc	Uncategorized / Review Needed	OutOfScope	
diamonds_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
dryfire	Misc	Uncategorized / Review Needed	OutOfScope	
ducttape_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
dye_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
dynamite_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
eat_player	Misc	Uncategorized / Review Needed	OutOfScope	
egg_boiled_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
egg_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
erase	Misc	Uncategorized / Review Needed	OutOfScope	
farmplot_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
feather_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
firstaidkit_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
Flag_Oneshots	Misc	Uncategorized / Review Needed	OutOfScope	
FlagLP	Misc	Uncategorized / Review Needed	OutOfScope	
flies_lp	Misc	Uncategorized / Review Needed	Primary	6_ElectricalAndBlockLoops
fpv_motion_heavy1	Misc	Uncategorized / Review Needed	OutOfScope	
fpv_motion_heavy2	Misc	Uncategorized / Review Needed	OutOfScope	
fpv_motion_light1	Misc	Uncategorized / Review Needed	OutOfScope	
fuse_lp	Misc	Uncategorized / Review Needed	Primary	6_ElectricalAndBlockLoops
fx_acid	Misc	Uncategorized / Review Needed	OutOfScope	
gas_refill	Misc	Uncategorized / Review Needed	OutOfScope	
gascan_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
gatherer_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
generic_holster	Misc	Uncategorized / Review Needed	OutOfScope	
generic_unholster	Misc	Uncategorized / Review Needed	OutOfScope	
gib	Misc	Uncategorized / Review Needed	OutOfScope	
glass_misc_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
glue_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
gore_head	Misc	Uncategorized / Review Needed	OutOfScope	
gore_limb_3s	Misc	Uncategorized / Review Needed	OutOfScope	
gore_limb_6s	Misc	Uncategorized / Review Needed	OutOfScope	
grandpas_awesome_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
grandpas_fergitn_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
grandpas_learnin_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
grandpas_moonshine_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
grandslam_perk	Misc	Uncategorized / Review Needed	OutOfScope	
grazearmorleather	Misc	Uncategorized / Review Needed	OutOfScope	
grazearmormetal	Misc	Uncategorized / Review Needed	OutOfScope	
grillgrate_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
gunpowder_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
hammer_claw_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
handlebars_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
harvest_animal	Misc	Uncategorized / Review Needed	Primary	2_ImpactHarvestSurface
haybale_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
horde_spawn	Misc	Uncategorized / Review Needed	OutOfScope	
horde_spawn_warning	Misc	Uncategorized / Review Needed	OutOfScope	
iron_misc_hvy_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
iron_misc_hvy2_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
iron_misc_med_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
iron_misc_med2_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
ironpipe_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
itemdropped	Misc	Uncategorized / Review Needed	OutOfScope	
keyrack	Misc	Uncategorized / Review Needed	OutOfScope	
landclaim_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
lead_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
leather_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
levelup	Misc	Uncategorized / Review Needed	OutOfScope	
levelupplayer	Misc	Uncategorized / Review Needed	OutOfScope	
lightbulb_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
liners_cloth_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
log_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
machine_malfunction	Misc	Uncategorized / Review Needed	OutOfScope	
magazine_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
mailbox_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
map_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
map_zoom_in	Misc	Uncategorized / Review Needed	OutOfScope	
map_zoom_out	Misc	Uncategorized / Review Needed	OutOfScope	
megacrush_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
metalgrazeorganic	Misc	Uncategorized / Review Needed	OutOfScope	
metalslashorganic	Misc	Uncategorized / Review Needed	OutOfScope	
metalstaborganic	Misc	Uncategorized / Review Needed	OutOfScope	
mission_bounds_warning_lp	Misc	Uncategorized / Review Needed	OutOfScope	
molotov_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
molotov_lightup	Misc	Uncategorized / Review Needed	OutOfScope	
motion_sensor_trigger	Misc	Uncategorized / Review Needed	OutOfScope	
motionsensor_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
mushrooms_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
mySoundName	Misc	Uncategorized / Review Needed	OutOfScope	
nails_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
NeonSignLP	Misc	Uncategorized / Review Needed	OutOfScope	
nest_shut	Misc	Uncategorized / Review Needed	OutOfScope	
nightvision_toggle	Misc	Uncategorized / Review Needed	OutOfScope	
nitratepowder_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
nuggets_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
officechair_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
oil_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
oilshale_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
oldcash_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
paper_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
Parachute_Flutter_Lp	Misc	Uncategorized / Review Needed	OutOfScope	
Parachute_Opens	Misc	Uncategorized / Review Needed	OutOfScope	
party_invite_receive	Misc	Uncategorized / Review Needed	OutOfScope	
party_join	Misc	Uncategorized / Review Needed	OutOfScope	
party_kicked_player	Misc	Uncategorized / Review Needed	OutOfScope	
party_leave	Misc	Uncategorized / Review Needed	OutOfScope	
party_member_join	Misc	Uncategorized / Review Needed	OutOfScope	
party_member_leave	Misc	Uncategorized / Review Needed	OutOfScope	
pie_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
pipe_pistol_breech_shake1	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_pistol_breech_shake2	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_pistol_knockshells	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_pistol_load	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_rifle_insertround	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_shotgun_latch	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_shotgun_shelleject	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_shotgun_shellinsert	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_smg_magin	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_smg_magout	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_smg_magpat	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_smg_slideback	Misc	Uncategorized / Review Needed	OutOfScope	
pipe_smg_slidefwd	Misc	Uncategorized / Review Needed	OutOfScope	
pipebomb_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
plantfibers_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
player_bandage	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_blooddraw	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_drinking	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_eating	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_firstaidkit	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_ointment	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_swim	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player_syringe	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1cold	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1drownsurface	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1hot	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1jump	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1landHard	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1landSoft	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1sick	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1sick5	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1smell	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1smoke	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player1sprint1_lp	Misc	Uncategorized / Review Needed	OutOfScope	
player1stamina	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2cold	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2drownsurface	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2hot	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2jump	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2landHard	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2landSoft	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2sick	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2sick5	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2smell	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2smoke	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
player2sprint1_lp	Misc	Uncategorized / Review Needed	OutOfScope	
player2stamina	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerFemaleCold	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerFemaleHot	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerFemaleHungry	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerFemaleThirsty	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
playerlandheavy	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
playerlandlight	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerMaleCold	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerMaleHot	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerMaleHungry	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
PlayerMaleThirsty	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
playerSpawnFemale	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
playerSpawnMale	Misc	Uncategorized / Review Needed	Primary	21_PlayerMadeSounds
plumbingfixtures_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
polymers_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
poop_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
pottedplant_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
pressureplate_down	Misc	Uncategorized / Review Needed	OutOfScope	
pressureplate_up	Misc	Uncategorized / Review Needed	OutOfScope	
pump_shotgun_rack_back	Misc	Uncategorized / Review Needed	OutOfScope	
pump_shotgun_rack_fwd	Misc	Uncategorized / Review Needed	OutOfScope	
pumpkin_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
puremineralwater_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
radiator_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
rallymarker_lp	Misc	Uncategorized / Review Needed	OutOfScope	
read_mod	Misc	Uncategorized / Review Needed	OutOfScope	
read_recipe	Misc	Uncategorized / Review Needed	OutOfScope	
read_skillbook	Misc	Uncategorized / Review Needed	OutOfScope	
read_skillbook_final	Misc	Uncategorized / Review Needed	OutOfScope	
regen_instant	Misc	Uncategorized / Review Needed	OutOfScope	
relay_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
rottingflesh_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
rpg_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
rustle	Misc	Uncategorized / Review Needed	OutOfScope	
sand_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
sandbags_grab	Misc	Uncategorized / Review Needed	Primary	11_InteractionPrompts
